0,1,-37.813161,144.95139,-37.81414,144.95185,7.905
1,2,-37.81414,144.95185,-37.815118,144.952312,10.127
2,3,-37.815118,144.952312,-37.816108,144.952778,17.443
3,4,-37.816108,144.952778,-37.817063,144.953226,17.286
4,5,-37.817063,144.953226,-37.818028,144.953667,7.39
5,6,-37.818028,144.953667,-37.819049,144.954138,4.738
6,7,-37.819049,144.954138,-37.820056,144.954617,1.74
7,8,-37.820056,144.954617,-37.820964,144.955,0.512
9,10,-37.812432,144.953911,-37.813419,144.954339,0.826
10,11,-37.813419,144.954339,-37.814423,144.954822,3.321
11,12,-37.814423,144.954822,-37.815398,144.955281,2.213
12,13,-37.815398,144.955281,-37.816373,144.955721,2.772
13,14,-37.816373,144.955721,-37.817363,144.956182,0.777
14,15,-37.817363,144.956182,-37.818333,144.956638,0.708
15,16,-37.818333,144.956638,-37.819378,144.957106,1.389
16,17,-37.819378,144.957106,-37.820269,144.957513,6.545
18,19,-37.811737,144.9564,-37.812733,144.95685,0.75
19,20,-37.812733,144.95685,-37.813711,144.957306,1.211
20,21,-37.813711,144.957306,-37.814688,144.957749,2.929
21,22,-37.814688,144.957749,-37.815669,144.958194,0.775
22,23,-37.815669,144.958194,-37.816646,144.95865,1.329
23,24,-37.816646,144.95865,-37.81765,144.9591,1.398
24,25,-37.81765,144.9591,-37.818645,144.959563,2.044
25,26,-37.818645,144.959563,-37.819513,144.960002,5.162
27,28,-37.811,144.958879,-37.812012,144.959307,0.706
28,29,-37.812012,144.959307,-37.813012,144.959747,0.815
29,30,-37.813012,144.959747,-37.813991,144.960219,1.758
30,31,-37.813991,144.960219,-37.814949,144.960662,2.972
31,32,-37.814949,144.960662,-37.815939,144.961123,2.786
32,33,-37.815939,144.961123,-37.81693,144.961552,2.646
33,34,-37.81693,144.961552,-37.817912,144.962026,1.558
34,35,-37.817912,144.962026,-37.818822,144.962443,1.919
36,37,-37.810313,144.961362,-37.811267,144.961785,2.439
37,38,-37.811267,144.961785,-37.812268,144.962292,5.626
38,39,-37.812268,144.962292,-37.813264,144.962697,4.747
39,40,-37.813264,144.962697,-37.814254,144.963156,3.073
40,41,-37.814254,144.963156,-37.815214,144.963601,3.281
41,42,-37.815214,144.963601,-37.816214,144.964057,5.737
42,43,-37.816214,144.964057,-37.817187,144.964509,3.205
43,44,-37.817187,144.964509,-37.818121,144.96494,6.735
45,46,-37.809593,144.963818,-37.810563,144.964264,1.086
46,47,-37.810563,144.964264,-37.811554,144.964728,1.89
47,48,-37.811554,144.964728,-37.812544,144.965176,3.48
48,49,-37.812544,144.965176,-37.813529,144.965613,0.75
49,50,-37.813529,144.965613,-37.814515,144.966069,1.337
50,51,-37.814515,144.966069,-37.815481,144.966524,1.129
51,52,-37.815481,144.966524,-37.816484,144.966977,1.627
52,53,-37.816484,144.966977,-37.81739,144.967408,1.651
54,55,-37.808859,144.966281,-37.809838,144.966726,3.265
55,56,-37.809838,144.966726,-37.810817,144.967163,1.282
56,57,-37.810817,144.967163,-37.81183,144.967646,4.755
57,58,-37.81183,144.967646,-37.812798,144.968094,12.486
58,59,-37.812798,144.968094,-37.813777,144.968521,5.011
59,60,-37.813777,144.968521,-37.814765,144.968997,1.91
60,61,-37.814765,144.968997,-37.815772,144.969461,1.794
61,62,-37.815772,144.969461,-37.816656,144.969894,13.867
63,64,-37.808156,144.968727,-37.809117,144.969161,2.069
64,65,-37.809117,144.969161,-37.810105,144.96962,1.223
65,66,-37.810105,144.96962,-37.811105,144.970097,2.833
66,67,-37.811105,144.970097,-37.812082,144.970545,3.256
67,68,-37.812082,144.970545,-37.813048,144.970994,5.208
68,69,-37.813048,144.970994,-37.814036,144.971465,2.178
69,70,-37.814036,144.971465,-37.815035,144.971902,2.013
70,71,-37.815035,144.971902,-37.815936,144.972324,0.962
72,73,-37.80769,144.971119,-37.808405,144.971608,12
73,74,-37.808405,144.971608,-37.809376,144.972056,2.564
74,75,-37.809376,144.972056,-37.810378,144.972522,1.828
75,76,-37.810378,144.972522,-37.811374,144.973056,3.256
76,77,-37.811374,144.973056,-37.812336,144.97352,1.663
77,78,-37.812336,144.97352,-37.813222,144.97389,1.849
78,79,-37.813222,144.97389,-37.814306,144.974407,1.032
79,80,-37.814306,144.974407,-37.815235,144.974835,1.232
0,9,-37.813161,144.95139,-37.812432,144.953911,1.833
9,18,-37.812432,144.953911,-37.811737,144.9564,1.768
18,27,-37.811737,144.9564,-37.811,144.958879,1.167
27,36,-37.811,144.958879,-37.810313,144.961362,3.062
36,45,-37.810313,144.961362,-37.809593,144.963818,1.988
45,54,-37.809593,144.963818,-37.808859,144.966281,1.318
54,63,-37.808859,144.966281,-37.808156,144.968727,1.228
63,72,-37.808156,144.968727,-37.80769,144.971119,1.068
1,10,-37.81414,144.95185,-37.813419,144.954339,2.489
10,19,-37.813419,144.954339,-37.812733,144.95685,1.429
19,28,-37.812733,144.95685,-37.812012,144.959307,2.304
28,37,-37.812012,144.959307,-37.811267,144.961785,2.058
37,46,-37.811267,144.961785,-37.810563,144.964264,1.452
46,55,-37.810563,144.964264,-37.809838,144.966726,1.422
55,64,-37.809838,144.966726,-37.809117,144.969161,1.761
64,73,-37.809117,144.969161,-37.808405,144.971608,1.496
2,11,-37.815118,144.952312,-37.814423,144.954822,6.106
11,20,-37.814423,144.954822,-37.813711,144.957306,2.81
20,29,-37.813711,144.957306,-37.813012,144.959747,2.225
29,38,-37.813012,144.959747,-37.812268,144.962292,2.373
38,47,-37.812268,144.962292,-37.811554,144.964728,2.812
47,56,-37.811554,144.964728,-37.810817,144.967163,3.045
56,65,-37.810817,144.967163,-37.810105,144.96962,4.614
65,74,-37.810105,144.96962,-37.809376,144.972056,3.828
3,12,-37.816108,144.952778,-37.815398,144.955281,7.826
12,21,-37.815398,144.955281,-37.814688,144.957749,6.684
21,30,-37.814688,144.957749,-37.813991,144.960219,5.848
30,39,-37.813991,144.960219,-37.813264,144.962697,6.726
39,48,-37.813264,144.962697,-37.812544,144.965176,7.184
48,57,-37.812544,144.965176,-37.81183,144.967646,9.108
57,66,-37.81183,144.967646,-37.811105,144.970097,7.415
66,75,-37.811105,144.970097,-37.811105,144.970097,7.383
4,13,-37.817063,144.953226,-37.816373,144.955721,3.556
13,22,-37.816373,144.955721,-37.815669,144.958194,3.617
22,31,-37.815669,144.958194,-37.814949,144.960662,4.689
31,40,-37.814949,144.960662,-37.814254,144.963156,4.118
40,49,-37.814254,144.963156,-37.813529,144.965613,4.891
49,58,-37.813529,144.965613,-37.812798,144.968094,4.816
58,67,-37.812798,144.968094,-37.812082,144.970545,6.301
67,76,-37.812082,144.970545,-37.811374,144.973056,5.032
5,14,-37.818028,144.953667,-37.817363,144.956182,3.275
14,23,-37.817363,144.956182,-37.816646,144.95865,2.973
23,32,-37.816646,144.95865,-37.815939,144.961123,4.203
32,41,-37.815939,144.961123,-37.815214,144.963601,3.259
41,50,-37.815214,144.963601,-37.814515,144.966069,4.54
50,59,-37.814515,144.966069,-37.813777,144.968521,3.244
59,68,-37.813777,144.968521,-37.813048,144.970994,2.392
68,77,-37.813048,144.970994,-37.812336,144.97352,3.389
6,15,-37.819049,144.954138,-37.818333,144.956638,2.037
15,24,-37.818333,144.956638,-37.81765,144.9591,1.576
24,33,-37.81765,144.9591,-37.81693,144.961552,2.108
33,42,-37.81693,144.961552,-37.816214,144.964057,2.209
42,51,-37.816214,144.964057,-37.815481,144.966524,3.203
51,60,-37.815481,144.966524,-37.814765,144.968997,3.331
60,69,-37.814765,144.968997,-37.814036,144.971465,3.337
69,78,-37.814036,144.971465,-37.813222,144.97389,3.043
7,16,-37.820056,144.954617,-37.819378,144.957106,2.006
16,25,-37.819378,144.957106,-37.818645,144.959563,2.358
25,34,-37.818645,144.959563,-37.817912,144.962026,2.233
34,43,-37.817912,144.962026,-37.817187,144.964509,2.462
43,52,-37.817187,144.964509,-37.816484,144.966977,7.633
52,61,-37.816484,144.966977,-37.815772,144.969461,4.455
61,70,-37.815772,144.969461,-37.815035,144.971902,2.604
70,79,-37.815035,144.971902,-37.814306,144.974407,2.489
8,17,-37.820964,144.955,-37.820269,144.957513,3.469
17,26,-37.820269,144.957513,-37.819513,144.960002,2.353
26,35,-37.819513,144.960002,-37.818822,144.962443,3.107
35,44,-37.818822,144.962443,-37.818121,144.96494,3.202
44,53,-37.818121,144.96494,-37.81739,144.967408,5.972
53,62,-37.81739,144.967408,-37.816656,144.969894,3.589
62,71,-37.816656,144.969894,-37.815936,144.972324,3.754
71,80,-37.815936,144.972324,-37.815235,144.974835,3.198
